url,text
https://www.uwc.ac.za/about/finance-and-operations/infrastructure-and-engineering,"Infrastructure and Engineering | UWC
About Infrastructure and Engineering
Infrastructure and Engineering provides and maintains the general physical infrastructure and associated services as needed by the university to deliver on its mandate, with focus on efficiency, economy and sustainability. 
Maintenance Services
Buildings, related infrastructure and equipment
Security related infrastructure and facilities
Infrastructure Projects
Refurbishment and upgrades of buildings
Development of new buildings and facilities
Facilities Management
Soft Services - hygiene and pest control services and maintenance
Gardens and grounds development and maintenance
Director
Mr Grant Achilles is a qualified Quantity Surveyor with a diverse experience in the built environment of over 25 years. He holds a National Diploma in Building Surveying (CPUT) and an Honours Degree in Quantity Surveying (UCT) and is a professionally registered Quantity Surveyor (PrQS) with the South African Council for the Quantity Surveying Profession (SACQSP).
He has gained his experience at WT Partnership (UK) and Narker and Associates in various roles as a Quantity Surveyor, Director, and Partner. 
Achilles has worked on a broad range of projects, including commercial, residential, healthcare, industrial, civil, and large-scale renovation. He has been involved with estimating, value engineering, procurement and tendering, contract administration, final account management, and green star-rated projects. The projects he managed are many and varied with project budgets in excess of R2 billion.
Email: gachilles@uwc.ac.za
Deputy Director
Nikki Jinka
Email: njinka@uwc.ac.za​"
https://www.uwc.ac.za/about/work-at-uwc/vacancies,"Vacancies | UWC
NOTICE: This site uses cookies to enhance your experience on our website. We do not track, store or use any of your personal information without your explicit permission. To find out more, read our Privacy Policy, which incorporates the Cookie Policy."
https://www.uwc.ac.za/about/finance-and-operations/risk-and-compliance,"Risk and Compliance | UWC
About Risk & Compliance
The Risk and Compliance function is responsible for the appropriate development, management and application of resources, strategies and policies and initiatives to adequately address the various risks to the university’s stakeholders, property and reputation. 
Campus Protection Services (CPS)
The University of Western Cape's Campus Protection Services department (CPS) creates a safe and secure environment on campus by enforcing laws, policies, guidelines, protecting UWC information and actively preventing crime. The department’s mission is to protect the University through professional security services and through leadership of community partnerships while fostering the educational mission of the University. 
Staff are responsible for crime deterrence, crime investigation, dignitary protection, traffic services, access control and CCTV monitoring, emergency response and handling routine calls for service. These teams are on duty, throughout the year at our campuses, residences and sports facilities. Our security officers are trained to respond to emergencies with care and caution and they are always connected to the central command centre via radio communications.
Services are available 24 hours a day, 7 days a week. We kindly request all members of the University community to be security conscious and proactively report criminal or suspicious behaviour on campus. Our 24 Hour Emergency Line is 021 959 2100 (extension 2100). State your name, extension number, nature of crisis, location and always ask the name of the person who takes the call. 
The CPS Security Plan consists of three Ds: 
DETER - DETECT - DELAY
Services
Security Operations
Crime Investigations
Dignitary Protection
Event Security
Traffic Services
Access Control and CCTV Monitoring
Asset Declaration
Contact details
(For all emergencies relating to Security - Fire - Medical - Safety call 021 959 2100)
24 Hour Emergency Line: 021 959 2100 
State your name, extension number, nature of crisis, location and always ask the name of the person who takes the call.
Reception Desk: 021 959 3777
For more information, please contact:
Clint Prins
Risk and Compliance Liaison Officer 
Tel: 021 959 3696
Email: clprins@uwc.ac.za 
The Safety, Health, Environment and Emergency Services
The Safety, Health, Environmental and Emergency Services department makes the university safer by providing health and safety oversight, and eliminating environmental, chemical, biological and radiological hazards on campus. The department provides supportive technical consultation, training, investigation, and audits to ensure compliance with guidelines set forth by the local municipal by-laws and legislative requirements. Its primary functions are to guide, assist and support the university community in meeting health and safety responsibilities, to prevent or reduce incidents and diseases and to identify and eliminate environmental hazards and dangerous conditions. S.H.E.’s mission is to promote safe, healthy and compliant facilities and ensure environmental quality for the university community.
The department is further responsible for Fire Safety and Medical Services, to protect lives, assets and property of the university by working in conjunction with municipal fire protection and emergency services agencies, and to collaborate with these agencies in the prevention of fires and medical emergencies, and the advancement of fire safety education programmes. The department monitors all university buildings for compliance with statutory requirements, establish pre-incident plans for facilities, and work closely with the university community to perform inspections and participate in emergency evacuations/drills necessary to lower the risk and potential repercussions of fire and medical incidents. The department also teams up with municipal agencies to ensure building construction and renovation projects are compliant and safe.
Telephone: 021 959 2100
Director 
Mr Bentley Jeftha serves on the Executive of Campus Protection Society of Southern Africa. He is also a member of ASIS International, a professional body of international risk managers.
He is an ISO 28 000 implementer and auditor and State Security Agency (SSA) security management adviser. He worked for the SAPS holding the rank Inspector in the Intelligence Division and implementing key strategies. 
Email: bjeftha@uwc.ac.za"
https://www.uwc.ac.za/about/finance-and-operations/contact-list,"Contact Finance and Services departments
Contact List
Business Development
Sue Nitsckie
Manager: Venue Management Office
Tel: +27 21 959 3528
Email: snitsckie@uwc.ac.za 
Business Processing
Gwen Petersen, CA(SA)
Manager: Accounts Payable
Tel: +27 21 959 2187
Email: gpetersen@uwc.ac.za
Nicolene Andipatin
Manager: Procurement and Travel
Tel: +27 21 959 2140
Email: nandipatin@uwc.ac.za
Finance
Shereeza Bergstedt
Manager: Management Accounting and Budgeting
Tel: +27 21 959 2122
Email: sbergstedt@uwc.ac.za
Troy Burton
Manager: Student Finances (Student Accounts and Student Credit Management)
Email: tburton@uwc.ac.za
Charlotte de Villiers 
Manager: Systems & Information Integration
Tel: +27 21 959 9581
Email: cdevilliers@uwc.ac.za
Cheryl October
Manager: Financial Accountant: Finance & Treasury
Tel: +27 21 959 2624 
Email: coctober@uwc.ac.za
Tashreeqah Taliep 
Manager: Grants and Contracts
Tel: +27 21 959 2584
Email: tataliep@uwc.ac.za
Infrastructure & Engineering
Nikki Jinka
Deputy Director
Email: njinka@uwc.ac.za
Facilities Management
Jade Leon
Manager: Gardens and Grounds
Tel: +27 21 959 2540
Email: jleon@uwc.ac.za
Saudiqa Yasin
Manager: Soft Services and Procurement
Tel: +27 21 959 9266
Email: syasin@uwc.ac.za
Infrastructure Projects
Nasser Abdullah 
Manager: Capital Projects
Tel: +27 21 959 3306
Email: nabdullah@uwc.ac.za
Ian Charles
Manager: Science Precinct
Tel: +27 21 959 2551
Email: icharles@uwc.ac.za
Junaid Gafieldien
Manager: Secondary Works
Tel: +27 21 959 3952
Email: jgafieldien@uwc.ac.za
Esmé Jacobs
Manager: Residences Precinct
Tel: +27 21 959 2893 
Email: ejacobs@uwc.ac.za
Igshaan Jacobs
Manager: Academic Precinct
Tel: +27 21 959 4079
Email: ijacobs@uwc.ac.za
Roscoe La Fleur
Manager: FCHS Precinct
Tel: +27 21 959 4078
Email: rlafleur@uwc.ac.za
Shamil Slamdien 
Manager: Unibell Residence Project
Tel: +27 21 959 2911
Email: sslamdien@uwc.ac.za
Maintenance Department
Peter Arendse
Manager: Maintenance
Tel: +27 21 959 2657 
Email: parendse@uwc.ac.za
Warren Coetzee
Manager: Electronics
Tel: +27 21 959 2191
Email: wcoetzee@uwc.ac.za"
https://www.uwc.ac.za/about/finance-and-operations/information-and-communication-services,"Information & Communication Services | UWC
About ICS
Information and Communication Services (ICS) provides Information Technology and Telephony Services within the University and offers a range of services and facilities to meet the IT requirements of both staff and students.
ICS envisions a Digital Campus where Emerging, Strategic and Innovative Technologies are leveraged to advance our Learning, Teaching and Research capabilities in order to maximise UWC’s contribution and impact at Regional, National, and International levels. 
Wi-Fi Access
Everyone at UWC has free access to the Internet, either from their workstation or mobile device, subject to our Information Technology Security policy which we urge you to familiarise yourself with here.
To connect to the WiFi, join the UWC-Campus WiFi network and login with your Network Identity (without the @uwc.ac.za) and password.
Follow these instructions to connect to UWC-Campus
Free Microsoft for students
UWC provides Microsoft Office 365 for free to all registered students, giving you access to tools such as Microsoft Word and Excel for the duration of your studies.
How do you get it?
1) Download it yourself from portal.office.com
This requires a stable internet connected and should not be downloaded on mobile data. If you are on Campus use the Wi-Fi to download.
Read this helpful guide that will show you how to install Microsoft Office 365
2) Contact ICS Service Desk for assistance 
Use OpenVPN for free data
ICS has implemented a reverse billing (RB) service that allows students to access all UWC information resources for the Academic Programme without incurring data costs. The service is open for use by students who normally connect using the Cell C, Telkom, MTN and Vodacom mobile services.
Please go to http://iamuwc.uwc.ac.za (zero-rated) for instructions on how to connect. 
Computer Labs
Our primary responsibilities are to provide and support staff and students with teaching and training Computer Facilities, which includes computers within lecture venues, auditoriums, and seminar rooms.
The Labs include 
Thintana
CAMS
Dungeon
Cassinga
BOE
Hector Petersen Residence
Disa
Gorvalla
Dentistry Faculty (Tygerberg and Mitchells Plain)
Bellville Medical Centre
We support the labs with hardware maintenance, software installation, and student printer facilities.
Any request for assistance or support must be logged via the ICS Service Desk. 
ICS Service Desk
To assist you with any IT related queries, ICS has a Service Desk to deal with any problems or queries that you may have. All of the ICS services must be accessed via the Service Desk.
Contact them on x2000 or 021 959 2000, alternatively you can email them on servicedesk@uwc.ac.za
The ServiceDesk operates a Walk in Centre for staff and students, located between EMS and B block on main campus, as well as on the first floor of FCHS in Bellville. You can find us on Google maps.
We are open Monday to Fridays from 08h20 to 16h30, closed on weekends and Public Holidays.
Chat to a Service Desk Agent
Welcome Guide
Download these handy welcome guides to find out more about IT @ UWC 
Staff
Students (coming soon)"
https://uwc-za.b-cdn.net/files/files/ICT-Computer-Internet-and-Email-Usage-policy_C20173.pdf,
https://uwc-za.b-cdn.net/files/files/ICS-Welcome-Guide.pdf,
https://uwc-za.b-cdn.net/files/files/office-365-installation-manual-1.pdf,
https://uwc-za.b-cdn.net/files/files/Wifi-Access-Authentication-Process2_compressed.pdf,
https://www.uwc.ac.za/about/work-at-uwc/testimonials,"Testimonials | UWC
“The unique context and ethos of the University of the Western Cape is reflected in the high level of support and benevolence provided by students, colleagues and members of the executive. This is what makes me ‘make the road by walking’ in everything I do.” - Prof. Monwabisi Ralarala, Dean of the Faculty of Arts.
“It's been an overwhelming experience ever since I joined the UWC Library team.I have been exposed to a lot of activities within my unit such as taking part in research seminars and workshops, libchat guidelines, creating online modules and web page development. The regular meetings that one attends for my unit has played a huge role in defining the library`s objectives and also understanding the key components of the unit and that of the university.
The support from my line manager as well as the unit team has made things more easy for me to adapt and see the bigger picture of the university.” - Mr Mlungisi Thusi, Research Support Librarian: Library Services.
“Joining UWC has been one of the best decisions in my professional career. From the efficiency of the professional support staff to the collegiality of fellow academics; UWC offers a robust research intensive culture and provides an intellectually stimulating environment for all to flourish.” - Prof. John-Mark Iyi, Faculty of Law."
https://www.uwc.ac.za/about/work-at-uwc/staff-development,"Staff Development | UWC
All staff training at UWC is guided by the principles and objectives encapsulated in the Institutional Operating Plan of the university. The HR department offers a range of staff development opportunities to ensure that the institution delivers on these objectives through empowering its academic and professional, administrative and support service staff. Some of our annual staff development training opportunities include: 
Annual On-boarding and Generic Training 
Annual Staff General Orientation
The Annual General Staff Orientation is a high-level on-boarding session, where all new staff members have the opportunity to be introduced to the University of the Western Cape’s various portfolios. This serves as the foundation for their journey at our institution, to gain insights into our practices, processes and culture at UWC. 
On-boarding/Monthly HR induction 
Staff who move into a new role or department or faculty are able to participate in on-boarding or monthly HR induction training. Induction is very important in providing new employees with the basic information and skills that they require to perform their new job successfully, ensures effective integration of employees into UWC, and helps create a positive and supportive working environment. It also helps define performance expectations, maintain motivation and identify the training and development needs of the new staff member. 
Annual Generic Training Calendar
While the topics for our Generic training calendar may be adjusted each year based
on the Institutional need, Staff and Organisational Development strive to ensure the
most relevant topics are considered, for all staff to benefit. Some of our most popular
course offerings include: 
Career Management Series
Effective Communication Skills
Emotional intelligence
Strategies for coping with stress and burnout
Critical thinking and creative problem solving
Cape Higher Education Consortium (CHEC)
These programmes, which include the Creating the Leading Edge (CLE) programmes and the Quality Teaching in Higher Education (QTHE) programmes, have been developed by and for the universities in the Western Cape and is presented under the auspices of the Cape Higher Education Consortium (CHEC). The programme is designed to meet the capacity development needs of academic and administrative middle managers and to create effective networks of key managers in the Western Cape. 
Creating the Leading Edge (CLE) programmes
The regional management programme for middle leaders, CLE, is instrumental in the UWC Leadership Development agenda. 
Targeted training and organisational development intervention requests
Targeted training can be offered to each faculty and department with unique needs, in addition to our generic training competencies. This can be offered to a particular target audience or as requested by a faculty/department. Organisational Development interventions are designed with an objectives-based approach in mind in order to support the institution to reach its goals by addressing individual, team and institutional level training needs.
For further information kindly email: staffdevelopment@uwc.ac.za"
https://www.uwc.ac.za/about/international-relations/strategic-partnerships,"Strategic Partnerships | UWC
UWC’s internationalisation strategy is underpinned by the principles of reciprocity, equity and mutual respect. We partner with institutions across a broad spectrum of research areas and academic programmes, with the goal of forging long-term sustainable relationships that aim to create new knowledge, build on existing scholarship and collaboratively address the global challenges facing humanity.
UWC’s network of international partners ensures an exciting exchange of students and eminent scholars from other countries to enrich the intellectual engagement between the Global North and the Global South. There is a strong and growing relationship with tertiary institutions in Africa, Europe and the Americas, as well as with China and the Asian-Pacific region. These affiliations lead to research partnerships, capacity-building and a mobility of knowledge talent to and from the university. UWC students, graduates and alumni have excelled in programmes abroad, and international students return to their home countries as global ambassadors, having thrived at UWC.
The Nordic scholarly partnerships with the universities of Bergen, Western Norway, Uppsala, Lund and Karlstad have borne fruit in the form of academic exchanges and innovative joint research, and have expanded into Biosciences, Business Innovation in the Economic and Management Sciences, Arts, Dentistry, Social Sciences and Health Sciences.
The South Africa-Sweden co-operation focuses on the United Nations Sustainable Development Goals (SDGs). This is embodied by the South African Sweden Universities Forum (SASUF), which brings together researchers, funders, administrators and management from both countries to engage and drive a joint research agenda in several thematic areas.
UWC’s African-centred identity and nature has been enhanced by partnerships across Africa, with institutions such as Frantz Fanon University in Somaliland, Eduardo Mondlane University in Mozambique and the University of Ibadan in Nigeria. These institutions have joined existing African partnerships to focus on addressing the global challenges of our time.
VISIT INTERNATIONAL RELATIONS OFFICE WEBSITE"
https://www.uwc.ac.za/about/international-relations/tri-continental-partnership,"Tri-Continental Partnership | UWC
The Tri-Continental Partnership is a strategic relationship between UWC, the University of Missouri (UM) and Ghent University (UGent). The partnership between UWC and UM has existed for 34 years, while UGent and UWC have been engaging in collaboration for 18 years in the framework of the successful 10-year Programme on Dynamics of Building a Better Society (DBBS).
The three universities have extended their bilateral connections into a trilateral partnership, thus enhancing collaboration, from the early Memorandum of Agreement being signed in 2013 at UWC. Many joint research and scholarly engagements have been undertaken over the years. The key domains in this collaboration are Linguistics, Plant Sciences and Public Health, Astronomy, Neurosciences, Law, Humanities and Urban Planning and Psychology.
The University of Missouri System
For decades, the University of Missouri South African Education Programme (UMSAEP) has delivered on the goal of aiding South Africa’s disadvantaged, starting with divesting from its government’s support for the former apartheid policies. Since 1986, the University of Missouri System has partnered with UWC to advance mutual understanding between the institutions’ faculties and foster cooperative teaching, research and service projects.
When UWC and the UM System first began their academic co-operation, UWC was a university established exclusively for ‘coloured’ students under the racist apartheid regime.
From that humble beginning, UWC, in partnership with continental and international partnerships, has grown in strength. True to its DNA of being an intellectual centre of the anti-apartheid movement, it has leveraged this social justice foundation to lead in scholarly engagement, both on the continent and globally. UWC has done well in the World University Rankings, placing seventh in the Best University on the African continent. The Times Higher Education ranking for the impact of its research and global contribution has seen it enjoying a placement in the top 300 institutions worldwide.
SANORD – Southern African-Nordic Centre
SANORD is a network that brings together Nordic and Southern African institutions of higher education for research, dialogue and joint endeavours, based on shared fundamental values of democracy, social equity and academic engagement.
It promotes opportunities for research and mobility between the 50 partner institutions in the network. The network seeks to address new local and global challenges related to innovation and development. The SANORD Central Office is located at UWC and is a branch of the International Relations Office.
Ghent University
UWC enjoys a strategic institutional partnership with Ghent University, which ranks as a global top 100 university and one of the major universities in Belgium. UWC offers a joint PhD with Ghent University in the Arts and Humanities, among other faculties. Ghent University’s 11 faculties offer more than 200 courses and conduct in-depth research within a wide range of scientific domains.
The partnership with Ghent University was featured in UWC's Signals magazine (edition 2), CLICK HERE to read more...
Vrije University Brussels (VUB)
UWC enjoys a close and vibrant partnership with the 180-year-old VUB, which prides itself to have helped build a better society; as an innovative, free enquiring and critical thinking university. VUB’s values mirror those of UWC - criticality, a democratic approach and the pursuit of social justice in service to humanity. The domain of Digital Sciences is a shared collaborative interest with VUB.
VISIT INTERNATIONAL RELATIONS OFFICE WEBSITE"
https://www.uwc.ac.za/about/work-at-uwc/contact,"Contact - Work at UWC
NOTICE: This site uses cookies to enhance your experience on our website. We do not track, store or use any of your personal information without your explicit permission. To find out more, read our Privacy Policy, which incorporates the Cookie Policy."
https://www.uwc.ac.za/about/work-at-uwc/staff-wellness,"Staff Wellness | UWC
WHAT DOES THE WELLNESS@UWC PROGRAMME OFFER?
In-Person Counselling
Via Virtual and/or
Face to Face Counselling at the discretion of the counsellor due to the COVID-19 pandemic.
Telephonic Counselling
Unlimited access.
Support will be provided on a wide range of psychosocial and personal concern that has the potential of impacting on work performance, including, but not limited to relationships, family matters, stress, loss and grief, depression, anxiety and personal trauma.
Telephonic Financial Advice
Telephonic access to information and advice on financial issues such as budgeting and financing and access to financial tools, financial professionals and financial service providers.
Telephonic coaching and advice on all financial matters, including financial products, budgeting, large transactions (house or car purchases) indebtedness and debt review.
Assessment of over indebtedness and referral to a Debt Counsellor where appropriate.
Telephonic Medical Support and Advice
Telephonic access to health professionals for advice and information on any health-related concerns, whether a chronic disease or preventative healthcare.
Telephonic advice to support healthier lifestyles, including exercise, nutrition, sleep, stress, and so on ...
Telephonic Legal Support and Advice
Telephonic coaching & advice on legal matters such as criminal offences, fines, contracts, family matters, and so on ...
HOW TO ACCESS THE WELLNESS@UWC PROGRAMME
Contact the 24/7 Care Centre at 0800205333
Or
Email: info@wellwork.co.za
Contact the 24/7 Care Centre at 0800205333
ALTERNATIVELY
The South African Depression and Anxiety Group (SADAG) is Africa's largest mental health support and advocacy group and is committed to quality counselling and capacity building throughout South Africa.
SADAG is a free service and is accessible to all.
visit www.sadag.org
or
facebook.com/TheSADAG
or
phone 011 234 4837"
